transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
SOAF315A3G86AI,379764016867073,emoney,Saka Sihombing,F,1969,JAK.71,Kampung Rambutan - Pinang Ranti,0.0,B03360P,SDN Dukuh 01,-6.287794,106.87406,18,2023-04-17 06:38:15,B04218P,Sbr. Polsek Makasar,-6.29086,106.8844,21.0,2023-04-17 07:08:52,0.0
PSCA035V0D45JP,4189640459822695962,brizzi,Mutia Mayasari,M,1978,JAK.77,Tanjung Priok - Jembatan Item,0.0,B06877P,Simpang Jln. Cemara,-6.12663,106.85721,1,2023-04-17 06:06:04,B06065P,Puskesmas Sunter Agung I,-6.132513,106.85557,9.0,2023-04-17 06:27:36,0.0
WYEJ410F5P20GA,4766007569419196,dki,"Danu Suartini, S.Farm",M,2010,M3,Kalideres - Bundaran HI via Veteran,1.0,P00237,Sumur Bor,-6.153046,106.71929,2,2023-04-17 05:55:33,P00009,Bank Indonesia Arah Selatan,-6.184784,106.82326,14.0,2023-04-17 06:44:22,3500.0
WWCK215A7L92DX,3576239635494729,dki,Harsaya Natsir,F,1970,,,0.0,B04386P,Sbr. Sekolah Islam Al Azhar Jagakarsa,-6.330035,106.82621,25,2023-04-17 06:36:40,B06832P,Gg. H. Ali,-6.327369,106.833219,34.0,2023-04-17 07:34:28,0.0
KIWP526N2Q96LQ,587887634588,flazz,Drs. Harjo Nurdiyanti,M,1986,14,Jakarta International Stadium - Senen,0.0,B00292P,Danau Agung 1,-6.147281,106.8582,8,2023-04-17 05:37:24,B00770P,Honda Letjen Suprapto,-6.174933,106.84973,16.0,2023-04-17 06:30:03,3500.0
TSXY519V4H03RA,567286069354,flazz,"Dt. Atmaja Suartini, M.Farm",F,2000,JAK.48B,Stasiun Tebet - Kampung Melayu,0.0,B02272P,Masjid As Sudairi,-6.220626,106.8591,1,2023-04-17 05:52:52,B01732P,Jatinegara Timur,-6.220486,106.86825,11.0,2023-04-17 06:18:31,
GOQW206P1A00XV,4097122165824,online,Dewi Mansur,M,1994,8K,Batusari - Grogol,1.0,B05177P,Simpang Tj. Duren Timur 5,-6.180482,106.78375,12,2023-04-17 06:30:23,B03637P,Sbr. Jln. Angsana Kemanggisan,-6.194813,106.78213,16.0,2023-04-17 07:00:12,3500.0
GZAF900Q6H33QS,378851219912235,emoney,Tina Hutasoit,F,1981,JAK.19,Pinang Ranti - Kampung Rambutan,0.0,B00563P,Gg. Suka Damai,-6.295718,106.89906,14,2023-04-17 06:07:20,B01297P,Jln. Kramat I Rawabinong,-6.298205,106.9054,27.0,2023-04-17 06:58:52,0.0
GBII488Z2J45JG,180022972730457,emoney,"Tgk. Tania Zulaika, M.Pd",F,2010,M10,PGC 2 - Tanjung Priok,1.0,P00287,Permai Koja Arah Selatan,-6.114359,106.89314,2,2023-04-17 06:13:08,P00105,Kayu Putih Rawasari,-6.187453,106.87542,10.0,2023-04-17 06:36:59,3500.0
XYHF687V0I06NH,2237440645700724,dki,Latika Sirait,M,1953,10D,Kampung Rambutan - Tanjung Priok,1.0,P00036,Cempaka Putih,-6.174207,106.87642,9,2023-04-17 05:13:26,P00182,Plumpang Pertamina Arah Utara,-6.12848,106.8937,13.0,2023-04-17 06:07:53,3500.0
MUJJ094M8M79DY,6011162006507240,dki,Lasmanto Budiman,M,1989,JAK.75,Cililitan - Kp. Pulo,0.0,B00671P,Graha Dirgantara,-6.255702,106.88296,4,2023-04-17 05:47:14,B03786P,Sbr. Jln. Masjid Al Munir,-6.271471,106.87734,25.0,2023-04-17 06:46:32,0.0
WNLL352O9O80FN,4730280883020443501,brizzi,Zamira Puspita,M,1977,B11,Summarecon Bekasi - BNN,0.0,B01728P,Jatibening 1,-6.257161,106.94651,5,2023-04-17 05:25:49,B00232P,Cawang Blue Bird,-6.248836,106.87801,6.0,2023-04-17 06:14:47,3500.0
TYNW775S7R93CF,3505707886664931,dki,T. Bagas Halimah,F,1994,JAK.52,Terminal Kalideres - Terminal Muara Angke,0.0,B01829P,Karang Asri,-6.112414,106.77306,26,2023-04-17 05:00:16,B05714P,Term. Muara Angke 2,-6.109001,106.77349,27.0,2023-04-17 05:43:57,0.0
LAWC649O1J15BV,4450403105752326,dki,"Dr. Intan Mulyani, S.E.I",M,1977,JAK.37,Cililitan - Condet via Kayu Manis,0.0,B00908P,Jln. Batu Permata V,-6.279588,106.86244,12,2023-04-17 05:05:06,,Simpang Batu Ampar IV Inerbang,-6.28148,106.86361,14.0,2023-04-17 05:38:04,0.0
DKOK580X5G80GO,4074114259011835374,brizzi,Vero Hutagalung,F,1983,JAK.31,Blok M - Andara,0.0,B03711P,Sbr. Jln. H. Jian 2B Cipete,-6.264625,106.8043,18,2023-04-17 06:40:20,B05388P,SMPN 68,-6.278279,106.79964,30.0,2023-04-17 07:32:12,0.0
ZVYF135K9I30QN,4000041838802,online,Diah Marpaung,M,2012,11M,Rusun Rawa Bebek - Bukit Duri,0.0,P00169,Penggilingan,-6.214132,106.93961,2,2023-04-17 05:32:44,P00174,Perumnas Klender,-6.216689,106.93054,3.0,2023-04-17 06:23:52,0.0
ZYHE236Q5L51QY,4112330548313,online,"Drs. Gilda Sinaga, S.Psi",M,1994,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,B06086P,Tebet Eco Park Selatan 3,-6.241699,106.85365,1,2023-04-17 05:36:41,B06268P,Rusun Harum Tebet,-6.235196,106.85195,4.0,2023-04-17 06:30:04,0.0
WSNS628Z0C32SQ,30583455954585,bni,Bahuwirya Rahayu,M,1981,2F,Rusun Cakung Barat - Pulo Gadung,1.0,B06183P,Jln. Anggrek Raya,-6.205168,106.9229,8,2023-04-17 06:33:16,P00191,PTC Pulo Gadung,-6.182622,106.91561,15.0,2023-04-17 07:11:11,0.0
NCVE690X7U06KQ,3537543297101185,dki,Samsul Ramadan,M,1966,M11,Pulo Gebang - Pulo Gadung 2,1.0,P00158,Pasar Pulo Gadung,-6.187434,106.90591,0,2023-04-17 05:03:40,P00270,Walikota Jakarta Timur,-6.21254,106.94537,7.0,2023-04-17 05:24:51,3500.0
XUDX430X1O80OP,2720484776954605,dki,Bancar Irawan,M,1999,3B,,0.0,B03206P,RSUD Boulevard Raya,-6.13781,106.7304,4,2023-04-17 06:12:03,B02195P,Mall Taman Palem 3,-6.140548,106.73011,6.0,2023-04-17 07:03:05,0.0
NUUW459H4O66AT,3570422408611549,dki,"Jati Nainggolan, M.TI.",F,1987,8C,Kebayoran Lama - Tanah Abang,1.0,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,0,2023-04-17 06:55:16,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,3.0,2023-04-17 07:25:52,3500.0
UJHK233A8I67PL,2291402671071407,dki,Puspa Saptono,F,1984,M2,Pulo Gadung - Monas,0.0,P00014,Bermis,-6.178203,106.89859,1,2023-04-17 05:52:22,P00006,Atrium,-6.176251,106.84023,12.0,2023-04-17 06:31:39,3500.0
ZTEI482Z7N45EF,676172975739,flazz,"Dr. Zaenab Wulandari, S.Ked",M,1996,12B,Pluit - Senen,1.0,B05080P,Simpang Pluit Raya,-6.127123,106.80441,26,2023-04-17 05:09:46,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971,28.0,2023-04-17 05:56:49,3500.0
IKHW895Q2Q62XE,180020791350481,emoney,T. Karna Sihombing,F,2001,5D,PGC 1 - Ancol,0.0,P00109,Matraman Baru,-6.21288,106.86115,7,2023-04-17 06:55:57,P00118,Kramat Sentiong,-6.18798,106.84595,13.0,2023-04-17 07:52:39,3500.0
JPIF448Q5R78TR,502072062834,flazz,Kalim Namaga,M,1971,9D,Pasar Minggu - Tanah Abang,1.0,B05716P,Term. Pasar Minggu 2,-6.282492,106.84455,1,2023-04-17 05:54:37,P00256,MH Thamrin,-6.188149,106.82299,37.0,2023-04-17 06:23:15,3500.0
SUSS109R3D81RB,30385017224303,bni,"dr. Vega Rahimah, S.Pt",M,2003,JAK.117,Tanjung Priok - Tanah Merdeka,0.0,B04040P,Sbr. Masjid Ar Rohmah,-6.118964,106.89568,7,2023-04-17 05:42:10,B04863P,Simpang Jln. Kramat Jaya 1,-6.108656,106.91734,25.0,2023-04-17 06:11:05,0.0
TXNV184X5V57VZ,6590854673757012,dki,Bajragin Najmudin,M,1986,3H,Jelambar - Kota,0.0,P00087,Jelambar,-6.166548,106.78651,0,2023-04-17 06:52:03,P00138,Museum Fatahillah,-6.13393,106.81209,9.0,2023-04-17 07:24:57,
JFJR054W7S21MA,4963710913075879668,brizzi,Ophelia Firmansyah,M,2000,14,Jakarta International Stadium - Senen,0.0,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,20,2023-04-17 05:51:42,B05725P,Term. Senen,-6.17356,106.84213,21.0,2023-04-17 06:26:25,3500.0
YZGH056Q8T92WR,213104805015669,emoney,"Sutan Garda Tampubolon, S.Pd",M,1956,JAK.49,,0.0,B01790P,JPO Timur Pondok Indah 1,-6.287054,106.77989,48,2023-04-17 05:53:35,B05492P,St. MRT Lebak Bulus,-6.289421,106.77436,49.0,2023-04-17 06:18:07,0.0
DHBL937Q5U36JK,342875882384375,emoney,Marsito Melani,F,2010,7A,Kampung Rambutan - Lebak Bulus,1.0,B00610P,Gelanggang TB Simatupang,-6.289097,106.77909,4,2023-04-17 06:05:24,B01377P,Jln. Mastrip,-6.306793,106.87756,25.0,2023-04-17 06:45:48,3500.0
HBZU215H4J03HZ,4744480387450088900,brizzi,Galur Riyanti,F,1980,JAK.44,Andara - Stasiun Universitas Pancasila,0.0,,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054,0,2023-04-17 06:02:13,B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,13.0,2023-04-17 06:26:52,0.0
JUBJ740P1M51EX,4909284437358495207,brizzi,Bakiman Budiman,F,1981,7Q,Blok M - PGC,1.0,B01509P,Jln. Poncol Jaya 1,-6.239706,106.81889,25,2023-04-17 06:25:47,B02880P,PLN Pusat,-6.240011,106.80376,30.0,2023-04-17 06:49:38,3500.0
UFYM939X5Y97MG,2267435685058176,dki,"R.M. Simon Wastuti, S.T.",F,1995,JAK.20,Cawang UKI - Lubang Buaya,0.0,B03553P,Sbr. Gg. Pos Komodor,-6.265515,106.88332,13,2023-04-17 06:01:59,,TK Angkasa 8,-6.285191,106.90125,39.0,2023-04-17 06:58:03,0.0
OZEV621I7I13UA,4613366061817460310,brizzi,"Lurhur Prasetya, S.E.I",M,1991,1M,Meruya - Blok M,0.0,B03697P,Sbr. Jln. Flamboyan Srengseng,-6.201447,106.75576,11,2023-04-17 06:50:30,B01860P,Kebayoran Baru Velbak 2,-6.239272,106.78492,34.0,2023-04-17 07:23:46,3500.0
SCMK352C2B96VB,4664503638851963221,brizzi,Darman Puspasari,F,1996,JAK.118,Taman Waduk Papanggo - Kota Tua,0.0,B06696P,Jln. Hidup Baru,-6.1398,106.8352,25,2023-04-17 06:51:56,B02213P,Mangga Dua Square,-6.135311,106.83102,28.0,2023-04-17 07:13:46,0.0
XSRH984C3B22CC,341371220559499,emoney,Pia Simanjuntak,F,1977,JAK.36,Cilangkap - Cililitan,1.0,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13,2023-04-17 05:54:25,B02576P,Panti Sosial Bina Laras,-6.31946,106.89013,19.0,2023-04-17 06:40:58,0.0
LBGU827F6N40XR,30276672399789,bni,"Teguh Wijaya, S.Pt",F,1981,5C,PGC - Juanda,0.0,P00253,Tegalan,-6.203101,106.85715,10,2023-04-17 05:33:08,P00142,Pal Putih,-6.184631,106.84402,15.0,2023-04-17 06:30:06,3500.0
PIAA598K7N20CC,3549191016294752,dki,"T. Gangsa Hutasoit, S.IP",M,1985,JAK.27,Pulo Gebang - Rorotan,1.0,B02835P,Pintu Air Gempol 1,-6.183327,106.95957,23,2023-04-17 05:36:46,B00575P,Gg. Umbang Lingkar Timur,-6.189303,106.94454,33.0,2023-04-17 06:23:34,0.0
NRXU800D5J00MP,2679374058097150,dki,"Dina Zulkarnain, M.M.",M,1991,B11,Summarecon Bekasi - BNN,0.0,B03155P,RS Mitra Keluarga 1,-6.240672,106.99317,1,2023-04-17 05:05:10,B00232P,Cawang Blue Bird,-6.248836,106.87801,6.0,2023-04-17 05:39:07,3500.0
XXJW247W4R10SS,4104888875282062619,brizzi,Tgk. Uda Gunarto,F,1996,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,B02082P,Casablanca,-6.22425,106.84452,4,2023-04-17 06:50:46,B04109P,Sbr. Multivision Tower,-6.212375,106.83303,13.0,2023-04-17 07:43:34,3500.0
GKFL910C9N83HK,4547245090487583462,brizzi,Padmi Marpaung,F,1992,4E,Rusun Jatinegara Kaum - Pulo Gadung,0.0,B02319P,Masjid Jami Al Makmur Klender,-6.212322,106.90082,2,2023-04-17 06:46:48,B05798P,Transjakarta Pool Klender,-6.205191,106.90301,7.0,2023-04-17 07:31:05,0.0
VHRW534S6P73TL,3560398544907466,dki,"drg. Gawati Uyainah, S.T.",M,1994,JAK.13,Tanah Abang - Jembatan Lima,1.0,B04949P,Simpang Kopi Bandengan Selatan,-6.135839,106.80689,6,2023-04-17 05:41:11,B02692P,Ps. Tomas,-6.179192,106.81306,29.0,2023-04-17 06:03:12,0.0
JOUI922Z4P20UG,3528988342978833,dki,Narji Waskita,M,1985,JIS3,Harmoni - Jakarta International Stadium,1.0,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-17 06:43:54,B01745P,Jembatan Item,-6.130078,106.85492,13.0,2023-04-17 07:43:19,3500.0
CYPW674Q2E95BY,3535679723903364,dki,"Dr. Gamanto Winarsih, S.Ked",F,1991,JAK.84,Terminal Kampung Melayu - Kapin Raya,0.0,B02598P,Ps. Ciplak Cibesel,-6.236104,106.88067,10,2023-04-17 06:31:40,B05824P,Univ. Borobudur 1,-6.24157,106.89641,17.0,2023-04-17 06:59:32,0.0
ROEH666H8B54MN,345353368043961,emoney,Ir. Salwa Yuniar,F,2005,2H,Rusun Jati Rawasari - Senen,1.0,B04344P,Sbr. SDN Johar Baru 10,-6.181178,106.86028,13,2023-04-17 05:51:45,B03273P,Rusun Jati Rawasari,-6.183517,106.86389,14.0,2023-04-17 06:42:01,0.0
FQRJ055X9Q08YE,4719913296770918,dki,Umar Pradana,M,2003,JAK.08,Roxy - Benhil,1.0,B04088P,Sbr. Mess Polwan Esthi Bhakti Warapsari,-6.206604,106.81005,6,2023-04-17 05:22:41,B01925P,Kel. Kb. Kacang,-6.190837,106.81501,17.0,2023-04-17 06:17:21,0.0
TSMA173K2U80ZI,4709994160903,online,"Cut Gabriella Haryanti, S.Sos",M,1974,T21,Palem Semi - Bundaran Senayan,1.0,B00808P,Islamic,-6.228521,106.61473,10,2023-04-17 05:31:50,B02557P,Palem Semi 2,-6.220361,106.61649,12.0,2023-04-17 05:55:20,20000.0
LNXU838G5V25ZC,6011141476414459,dki,Kariman Rajata,M,1971,8E,Bintaro - Blok M,0.0,B01822P,Kantor Pos Kebayoran Lama,-6.249119,106.778,19,2023-04-17 06:15:51,P00155,Pasar Kebayoran Lama,-6.238413,106.78323,23.0,2023-04-17 06:40:39,3500.0
GEFA628F2M46YA,213136570183140,emoney,drg. Gawati Maryadi,M,1992,JAK.23,Senen - Pisangan Baru,1.0,B06443P,Jln. Pramuka 1,-6.195283,106.860021,10,2023-04-17 06:14:44,B06129P,BPPK Jakarta,-6.189843,106.858846,16.0,2023-04-17 06:45:18,0.0
EKNK952K0G78US,3570416613897992,dki,"Gawati Damanik, S.E.",F,2010,5C,PGC - Juanda,0.0,P00109,Matraman Baru,-6.21288,106.86115,8,2023-04-17 06:10:12,P00224,Slamet Riyadi,-6.208533,106.85929,9.0,2023-04-17 06:50:14,3500.0
BVHN228S8C80HZ,213189948673904,emoney,Fathonah Anggraini,M,2006,6M,Stasiun Manggarai - Blok M,0.0,,Patra Kuningan,-6.232677,106.832087,8,2023-04-17 05:07:49,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,10.0,2023-04-17 05:40:13,3500.0
JHDA983S6M59KG,4817620823758230,dki,"Dina Halimah, S.Psi",F,1993,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,B05884P,Wisma Asia II,-6.189386,106.79791,19,2023-04-17 06:57:56,B04952P,Simpang Kota Bambu Utara I,-6.186126,106.80866,24.0,2023-04-17 07:51:53,0.0
PDOJ487B2G34BM,3518707807771562,dki,Hasna Manullang,F,1977,JAK.22,Dwikora - Penas Kalimalang,1.0,B02167P,Mabes Au Dinas Psikologi,-6.251267,106.88826,9,2023-04-17 05:50:33,B04983P,Simpang Mandala Maphalindo,-6.249189,106.89108,10.0,2023-04-17 06:23:46,0.0
FABW206P8K52FJ,4345294247705168,dki,"Dasa Hastuti, S.Psi",M,1984,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,42,2023-04-17 05:54:45,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,44.0,2023-04-17 06:35:35,0.0
EDXB471C6Y31RU,4375765946745400,dki,Ghaliyati Prayoga,F,1987,5D,PGC 1 - Ancol,0.0,P00031,Cawang Otista,-6.243607,106.86876,4,2023-04-17 06:33:16,P00070,Gelanggang Remaja,-6.235445,106.86795,5.0,2023-04-17 07:09:57,3500.0
KUIY820U3V35LO,3573742802282614,dki,"Hj. Hesti Wijaya, S.IP",F,1994,JAK.21,Cililitan - Dwikora,1.0,B02443P,Midi Utama Cililitan 1,-6.264014,106.86929,28,2023-04-17 06:06:14,B01247P,Jln. Kelapa Gading III Cililitan Besar,-6.263858,106.86859,29.0,2023-04-17 06:35:13,0.0
KWWQ748B6D55SC,344423213182214,emoney,dr. Gasti Budiyanto,M,1998,5C,PGC - Juanda,0.0,P00134,Matraman 1,-6.19998,106.85443,11,2023-04-17 06:05:09,P00122,Kwitang,-6.181051,106.83866,16.0,2023-04-17 06:46:25,3500.0
BQWO618X9D36AB,6011618540818377,dki,"Cut Agnes Thamrin, S.Psi",F,1970,JAK.26,Rawamangun - Duren Sawit,1.0,B00527P,Gg. Padi Pelita Cipinang,-6.211832,106.8877,19,2023-04-17 06:28:22,B03600P,Sbr. GOR Pondok Bambu,-6.223572,106.90377,41.0,2023-04-17 07:00:14,0.0
CWUJ680E3C83TO,3508055251895822,dki,Jasmani Sirait,M,1975,L13E,Puri Beta - Kuningan (Express),0.0,P00120,Kuningan Madya,-6.21341,106.8305,10,2023-04-17 06:59:45,P00124,Latuharhary,-6.202761,106.82771,12.0,2023-04-17 07:38:36,3500.0
VFOA885N5L92IH,570918242399,flazz,Mumpuni Gunarto,F,1998,10D,Kampung Rambutan - Tanjung Priok,0.0,P00035,Cempaka Mas,-6.165888,106.8792,7,2023-04-17 06:32:54,P00105,Kayu Putih Rawasari,-6.187453,106.87542,10.0,2023-04-17 07:18:36,3500.0
EFBG573Q2W39SL,180000876162530,emoney,"Ir. Yani Sihombing, S.H.",M,1973,12P,St. LRT Pegangsaan Dua - JIS,1.0,B05858P,Villa Bukit Gading,-6.157028,106.89966,11,2023-04-17 06:06:58,B03050P,Puskesmas Kelapa Gading,-6.157489,106.90703,13.0,2023-04-17 06:29:50,3500.0
LNUQ723N7R71PB,180065411329605,emoney,"Dt. Murti Salahudin, S.T.",F,2008,JAK.64,Lenteng Agung - Aseli,1.0,B04342P,Sbr. SDN Jagakarsa 05,-6.337,106.81848,21,2023-04-17 06:23:25,B05326P,SMKN 63,-6.351697,106.79855,35.0,2023-04-17 06:44:29,0.0
SFBG003F6E72RS,30158257275842,bni,R. Yani Ardianto,F,1984,9N,Pinang Ranti - Pramuka,0.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-17 06:43:45,P00016,BKN,-6.257751,106.87,2.0,2023-04-17 07:41:37,3500.0
LOFW025L0L28NA,345711968178505,emoney,Kawaya Oktaviani,M,2009,1T,Cibubur - Balai Kota,1.0,B00102P,Balai Kota 1,-6.180598,106.82847,0,2023-04-17 05:31:46,B00360P,Flyover Karet 2,-6.214808,106.81847,11.0,2023-04-17 06:00:29,20000.0
KOBR353J8Q46ZQ,3521407549788058,dki,Karma Narpati,F,1994,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1.0,B04331P,Sbr. SDN Cipedak 05,-6.354871,106.80112,46,2023-04-17 06:12:31,B05670P,Tanah Baru Cipedak,-6.363462,106.80684,50.0,2023-04-17 06:59:19,0.0
HEJL688I9Q46HU,376898980622834,emoney,Luhung Hutapea,F,1981,1F,Stasiun Palmerah - Bundaran Senayan,0.0,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4,2023-04-17 05:43:26,P00026,Bundaran Senayan,-6.227869,106.80094,6.0,2023-04-17 06:37:13,3500.0
DSOM265W1E40TP,4966489323202,online,Eka Yolanda,M,1998,B21,Bekasi Timur - Cawang,1.0,B05560P,Superindo Bulak Kapal 2,-6.249488,107.02384,9,2023-04-17 06:41:33,B05622P,Taman Margahayu 2,-6.24846,107.02153,10.0,2023-04-17 07:22:20,3500.0
ANKV216Y7R87PW,3565938568828570,dki,Oliva Saefullah,F,1987,12C,Rusun Waduk Pluit - Penjaringan,0.0,B05405P,SPBU Gedong Panjang,-6.130757,106.80557,6,2023-04-17 06:53:16,B06658P,Kel. Penjaringan,-6.125396,106.80071,10.0,2023-04-17 07:27:18,0.0
KYHM780F9C67QP,2407683922581481,dki,Irfan Damanik,M,1993,14,Jakarta International Stadium - Senen,1.0,B01745P,Jembatan Item,-6.130078,106.85492,13,2023-04-17 06:17:06,P00095,JIS,-6.126689,106.85587,14.0,2023-04-17 07:16:02,3500.0
JCNJ587H7V72YR,676368577380,flazz,"Tgk. Puput Hartati, S.Psi",F,1982,2F,Rusun Cakung Barat - Pulo Gadung,1.0,B03267P,Rusun Cakung Barat Albo,-6.16751,106.93243,0,2023-04-17 06:43:42,B06150P,Pulo Jaya,-6.194979,106.92242,13.0,2023-04-17 07:33:05,0.0
SURF727P1I73KI,2484941381862990,dki,"Tgk. Joko Maryadi, M.Ak",M,1981,13C,Puri Beta - Dukuh Atas,0.0,P00136,Mayestik,-6.241921,106.79077,8,2023-04-17 05:17:39,P00200,Rawa Barat,-6.238947,106.81624,11.0,2023-04-17 06:05:09,3500.0
USGS610Y3F78UV,30100687125098,bni,"Galak Budiman, S.Pt",F,2008,1,Blok M - Kota,0.0,P00012,Bendungan Hilir,-6.217137,106.81528,6,2023-04-17 06:58:56,P00137,Monas,-6.176248,106.82286,13.0,2023-04-17 07:22:02,3500.0
MLYM221Q2K22HH,3560571608142499,dki,"Lasmanto Suwarno, S.Psi",M,1997,JAK.01,Tanjung Priok - Plumpang,1.0,B01059P,Jln. Flamboyan Berdikari,-6.120868,106.89439,0,2023-04-17 06:41:50,B01629P,Jln. Swasembada Barat V,-6.124938,106.88497,14.0,2023-04-17 07:41:38,0.0
FIRX914S2P90ET,4880377652769980677,brizzi,Drs. Betania Wahyuni,M,2010,JAK.120,JIS - Terminal Muara Angke,0.0,B04584P,Sbr. Waduk Pluit,-6.113824,106.79461,34,2023-04-17 05:44:01,B03323P,SD Diakonia 2,-6.112346,106.78905,36.0,2023-04-17 06:34:08,0.0
KUGL098V8F77LP,3528266385259712,dki,"Jamalia Zulkarnain, S.Gz",F,1988,4B,Stasiun Manggarai - UI,0.0,B05874P,Warga,-6.273295,106.84656,28,2023-04-17 05:59:06,B05259P,SMAN 109,-6.344687,106.83351,44.0,2023-04-17 06:38:37,3500.0
JVUF535I5L82RR,4199450082632933049,brizzi,"Nadine Andriani, S.IP",M,1974,7C,Cibubur - BKN,0.0,B00248P,Cibubur Junction,-6.368735,106.89366,0,2023-04-17 05:12:44,P00016,BKN,-6.257751,106.87,1.0,2023-04-17 05:46:24,3500.0
QVDK795P6D99OX,4450080570279470,dki,"Ani Wasita, M.Pd",M,2004,8C,Kebayoran Lama - Tanah Abang,1.0,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,5,2023-04-17 06:10:18,B05264P,SMAN 24,-6.210598,106.79631,21.0,2023-04-17 06:44:16,3500.0
UJFR676S1Z28JG,4306399682236699,dki,dr. Raharja Prastuti,M,1991,JAK.85,,1.0,B04097P,Sbr. Minimarket Pondok Kelapa,-6.228599,106.93531,32,2023-04-17 05:50:22,B02463P,Minimarket Pondok Kopi,-6.218369,106.93956,39.0,2023-04-17 06:17:11,0.0
ZQRN110E8A82JN,4946777822784,online,Wirda Yuliarti,M,1990,5,Matraman Baru - Ancol,0.0,P00224,Slamet Riyadi,-6.208533,106.85929,1,2023-04-17 05:56:49,P00021,Budi Utomo,-6.166063,106.83906,9.0,2023-04-17 06:17:03,3500.0
JYWX669Z7I36CK,3575787320226609,dki,"KH. Argono Nashiruddin, S.Gz",M,1988,11N,Rusun Cipinang Muara - Jatinegara,0.0,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,9,2023-04-17 05:52:37,B02603P,Ps. Enjo 1,-6.215023,106.87779,10.0,2023-04-17 06:49:36,0.0
GHQJ726R9H27YP,5125406223322395,dki,"drg. Usyi Halimah, S.E.",F,2004,JAK.10,Tanah Abang - Kota,1.0,B03278P,Rusun Karang Anyar,-6.153256,106.82748,20,2023-04-17 05:49:23,B00086P,AURI Jatibaru,-6.182985,106.81407,40.0,2023-04-17 06:35:15,0.0
HXBY309N8D48JT,3507107976417837,dki,Gatra Rahayu,M,1946,6V,Ragunan - Gelora Bung Karno,0.0,P00053,Duren Tiga,-6.252377,106.82697,8,2023-04-17 06:03:16,P00133,Masjid Agung,-6.236483,106.79845,13.0,2023-04-17 07:00:03,3500.0
LMQZ589J3D04LX,4203562511038947968,brizzi,drg. Tantri Situmorang,F,1983,12,Tanjung Priok - Pluit,1.0,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,2023-04-17 06:40:49,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18.0,2023-04-17 07:01:58,3500.0
LFXC037I9U77EK,4880385425658,online,"Elvin Saragih, S.Ked",F,1991,JAK.36,Cilangkap - Cililitan,1.0,B02834P,Pintu 3 TMII,-6.305153,106.88853,12,2023-04-17 05:31:03,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13.0,2023-04-17 06:02:29,0.0
DXTC232R0C10XG,180009851731375,emoney,Elvina Hardiansyah,F,1991,2E,Rusun Rawa Bebek - Kodamar,1.0,B01901P,Kelapa Gading Utama,-6.176481,106.89487,4,2023-04-17 05:46:30,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,23.0,2023-04-17 06:21:27,0.0
NNSH226V0Q30ME,372168346148658,emoney,"KH. Cager Najmudin, S.IP",M,1976,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,B06616P,Sbr. SPBU Tugu Selatan,-6.13436,106.91575,21,2023-04-17 05:02:57,B05217P,Simpang Waru Kramat Jaya,-6.118678,106.91659,29.0,2023-04-17 05:35:50,0.0
XSHF589A8A87MW,4894146910205774,dki,"Baktianto Suartini, S.I.Kom",M,2002,JAK.14,Tanah Abang - Meruya,1.0,B04192P,Sbr. Perum Qoriyah Toyibah,-6.19777,106.75877,15,2023-04-17 05:11:47,,,,,,,0.0
WZAY500E9L49UG,377951303236425,emoney,Keisha Prayoga,F,1982,JAK.20,Cawang UKI - Lubang Buaya,0.0,B02777P,Pertigaan Jengki Raya,-6.255038,106.87911,4,2023-04-17 05:05:37,B05244P,SMA Angkasa 2,-6.276218,106.88766,28.0,2023-04-17 06:05:33,0.0
